;genres;app_name;release_date;tags;specs;price;id;developer
668;['Action', 'Indie'];Astro Tripper;2011-09-15;"['Indie', 'Action', ""Shoot 'Em Up"", 'Arcade', 'Shooter']";['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards'];4.99;110600;PomPom
673;['Strategy'];Supreme Commander: Forged Alliance;2011-09-28;['Strategy', 'RTS', 'Sci-fi', 'Multiplayer', 'Singleplayer', 'Grand Strategy', 'Co-op', 'Moddable', 'Real-Time with Pause', 'Base Building', 'Competitive', 'Robots', 'Action', 'Real-Time', 'Online Co-Op', 'Adventure', 'Great Soundtrack', 'Space'];['Single-player', 'Multi-player'];14.99;9420;Gas Powered Games
674;['Action', 'Adventure', 'Indie', 'RPG'];The Binding of Isaac;2011-09-28;['Rogue-like', 'Indie', 'Replay Value', 'Difficult', 'Procedural Generation', 'Action', 'Dark', 'Top-Down', 'Great Soundtrack', 'Adventure', 'Singleplayer', 'Rogue-lite', 'RPG', 'Survival', '2D', 'Perma Death', 'Dungeon Crawler', 'Bullet Hell', 'Atmospheric', 'Arena Shooter'];['Single-player', 'Steam Achievements', 'Steam Trading Cards'];4.99;113200;Edmund McMillen and Florian Himsl
676;['Racing', 'Simulation'];Off-Road Drive;2011-09-29;['Simulation', 'Racing', 'Offroad', 'Singleplayer', 'Multiplayer'];['Single-player', 'Multi-player', 'Steam Cloud'];4.99;200230;1C-Avalon
677;['Strategy'];Supreme Commander;2007-02-20;['Strategy', 'RTS', 'Sci-fi', 'Multiplayer', 'Real-Time', 'Co-op', 'Real-Time with Pause', 'Singleplayer', 'Action', 'Base Building', 'Robots', 'Classic', 'Space'];['Single-player', 'Multi-player'];14.99;9350;Gas Powered Games
682;['Action'];Sniper: Ghost Warrior - Second Strike;2011-09-09;['Action'];['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements'];1.99;34842;City Interactive
690;['Adventure', 'Casual', 'RPG'];Costume Quest;2011-10-14;['RPG', 'Adventure', 'Comedy', 'Casual', 'Singleplayer', 'Family Friendly', 'Turn-Based', 'Cute', 'Indie', 'Short', 'Female Protagonist', 'Turn-Based Strategy', 'Funny', 'Puzzle', 'Turn-Based Combat', 'Controller', 'JRPG', 'Fantasy', 'Quick-Time Events'];['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud'];9.99;115100;Double Fine Productions
692;['Strategy', 'Indie', 'Simulation'];Gratuitous Space Battles: The Parasites;2011-10-17;['Indie', 'Simulation', 'Strategy'];['Single-player', 'Multi-player', 'Downloadable Content'];5.99;41816;Positech Games
697;['Action', 'Indie'];The Haunted: Hells Reach;2011-10-24;['Action', 'Indie', 'Gore', 'Co-op', 'Third-Person Shooter', 'Zombies', 'Horror', 'Multiplayer', 'Shooter', 'Demons'];['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards'];8.99;43190;KTX Software
698;['Action', 'Indie', 'Strategy'];Orcs Must Die! - Artifacts of Power;2011-10-25;['Strategy', 'Action', 'Indie'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards'];1.99;102622;Robot Entertainment
703;['Adventure'];Nancy Drew®: Alibi in Ashes;2011-11-02;['Adventure', 'Point & Click', 'Mystery', 'Female Protagonist', 'Puzzle', 'Detective'];['Single-player'];6.99;202670;HeR Interactive
709;['Action', 'Indie'];Jamestown: Gunpowder, Treason, & Plot;2011-11-10;['Action', 'Indie'];['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards'];2.99;94202;Final Form Games
712;['Action', 'RPG'];Magicka: Horror Props Item Pack;2011-11-29;['Action', 'RPG'];['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards'];2.99;73092;Arrowhead Game Studios
716;['Strategy'];Total War: Shogun 2 - Blood Pack DLC;2011-11-30;['Strategy', 'Gore', 'Blood'];['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content'];1.59;201272;The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)
717;['Action', 'RPG'];Magicka: The Stars Are Left;2011-11-29;['RPG', 'Action', 'Lovecraftian'];['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards'];5.99;73058;Arrowhead Game Studios
719;['Strategy'];Real Warfare 1242;2010-06-11;['Strategy', 'RTS', 'Medieval', 'Historical'];['Single-player', 'Steam Cloud'];3.99;46350;Unicorn Games Studio
726;['Racing'];Flatout 3: Chaos & Destruction;2011-12-13;['Racing', 'Psychological Horror', 'Destruction', 'Multiplayer', 'Illuminati', 'Memes', 'Sexual Content', 'Horror', 'Nudity', 'Singleplayer', 'Gore', 'Action', 'Simulation'];['Single-player', 'Multi-player', 'Co-op', 'Partial Controller Support'];9.99;201510;Team 6 Studios
728;['Action', 'RPG', 'Indie'];Dungeon Defenders The Great Turkey Hunt! Mission & Costumes;2011-12-13;['Action', 'RPG', 'Indie'];['Single-player', 'Co-op', 'Downloadable Content'];1.99;203700;Trendy Entertainment
740;['Action', 'RPG', 'Indie'];Dungeon Defenders - Quest for the Lost Eternia Shards Part 1;2011-12-15;['Action', 'RPG', 'Indie'];['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content'];3.99;204381;Trendy Entertainment
776;['Action', 'Adventure'];Alan Wake;2012-02-16;['Action', 'Horror', 'Adventure', 'Third Person', 'Story Rich', 'Atmospheric', 'Singleplayer', 'Psychological Horror', 'Thriller', 'Great Soundtrack', 'Episodic', 'Mystery', 'Third-Person Shooter', 'Dark', 'Cinematic', 'Supernatural', 'Narration', 'Survival Horror', 'Shooter', 'Survival'];['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud'];9.99;108710;Remedy Entertainment
787;['Action', 'Adventure'];Rayman® Origins;2012-03-29;['Platformer', 'Local Co-Op', '2D', 'Adventure', 'Action', 'Great Soundtrack', 'Cartoony', 'Colorful', 'Funny', 'Singleplayer', 'Co-op', 'Local Multiplayer', 'Comedy', 'Side Scroller', 'Family Friendly', '4 Player Local', 'Controller', 'Fantasy', 'Difficult', '3D Vision'];['Single-player', 'Shared/Split Screen', 'Full controller support'];19.99;207490;UBIart Montpellier,Feral Interactive (Mac)
818;['Action', 'Indie'];Fowl Space;2012-03-21;['Action', 'Indie', 'Memes'];['Single-player'];4.99;109500;Pixelante Game Studios
838;['Action', 'Strategy', 'RPG', 'Indie'];Dungeon Defenders: Quest for the Lost Eternia Shards Part 3;2012-04-26;['Strategy', 'Action', 'RPG', 'Indie'];['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements'];3.99;204383;Trendy Entertainment
843;['Strategy'];Total War: SHOGUN 2 - Dragon War Battle Pack;2012-05-01;['Strategy'];['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Cloud', 'Stats'];5.99;201277;The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)
853;['Simulation'];Train Simulator: BR Class 423 ‘4VEP’ EMU Add-On;2012-05-17;['Simulation'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards'];8.99;65256;Dovetail Games
862;['Simulation'];Train Simulator: Class 67 Diamond Jubilee Loco Add-On;2012-05-31;['Simulation'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards'];3.99;208284;Dovetail Games
867;['Action'];Binary Domain - Multiplayer Map Pack;2012-06-01;['Action'];['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards'];1.99;203766;Devil's Details
871;['Indie', 'Casual'];Splice;2012-06-13;['Puzzle', 'Indie', 'Casual', 'Great Soundtrack', 'Relaxing', 'Touch-Friendly', 'Singleplayer', 'Abstract'];['Single-player', 'Steam Achievements', 'Steam Cloud'];9.99;209790;Cipher Prime Studios
873;['Action', 'Adventure', 'Indie', 'RPG', 'Strategy'];Krater;2012-06-12;['RPG', 'Indie', 'Adventure', 'Action', 'Strategy', 'Post-apocalyptic', 'Action RPG', 'Party-Based RPG', 'Online Co-Op', 'Co-op', 'Singleplayer', 'Hack and Slash', 'Loot'];['Single-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud'];14.99;42170;Fatshark
885;['Strategy'];Expansion - Crusader Kings II: Sword of Islam;2012-06-26;['Strategy', 'Grand Strategy'];['Single-player', 'Multi-player', 'Downloadable Content'];9.99;203778;Paradox Development Studio
886;['Casual', 'Strategy'];Quantum Conundrum;2012-06-21;['Puzzle', 'First-Person', 'Comedy', 'Platformer', 'Physics', 'Casual', 'Singleplayer', 'Strategy', 'Time Manipulation', 'Science', 'Cartoony', 'Family Friendly', 'Adventure', 'Sci-fi', 'Funny'];['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards'];8.99;200010;Airtight Games
892;['Action', 'Indie', 'Casual'];Foreign Legion: Multi Massacre;2012-07-09;['Action', 'Indie', 'Casual', 'Multiplayer', 'Third-Person Shooter', 'Shooter', 'Zombies', 'Gore'];['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Cloud'];6.99;205550;"Sakari Indie &amp; GriN"
914;['Action'];Street Fighter X Tekken: Ogre (Swap Costume);2012-07-24;['Action'];['Single-player', 'Multi-player', 'Downloadable Content'];0.99;210067;Capcom U.S.A., Inc.
915;['Action'];Street Fighter X Tekken: Xiaoyu (Swap Costume);2012-07-24;['Action'];['Single-player', 'Multi-player', 'Downloadable Content'];0.99;210066;Capcom U.S.A., Inc.
919;['Action'];MDK2 HD;2012-07-30;['Action', 'Third-Person Shooter', 'Comedy', 'Third Person', 'Sci-fi', 'Platformer', 'Remake'];['Single-player'];14.99;213350;Overhaul Games
920;['Action', 'Indie'];Shatter: Official Videogame Soundtrack;2012-07-30;['Action', 'Indie', 'Soundtrack'];['Single-player', 'Downloadable Content'];2.99;20828;Sidhe
935;['Action'];Killing Floor - Ash Harding Character Pack;2012-08-10;['Action'];['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Stats'];4.99;210931;Tripwire Interactive
939;['Action'];Sleeping Dogs: Top Dog Silver Pack;2012-08-13;['Action'];['Single-player', 'Downloadable Content'];1.99;215241;United Front Games
945;['Indie', 'Casual'];AVSEQ;2012-08-23;['Indie', 'Casual', 'Music'];['Single-player', 'Steam Achievements'];1.99;207670;Big Robot Ltd
960;['Action'];Gotham City Impostors Free to Play: Weapon Pack - Professional;2012-08-30;['Action'];['Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Steam Leaderboards'];5.99;216431;Monolith Productions, Inc.
966;['Action', 'Indie'];Intrusion 2;2012-09-11;"['Action', 'Indie', 'Platformer', '2D', 'Physics', 'Sci-fi', 'Shooter', 'Singleplayer', 'Side Scroller', 'Difficult', 'Great Soundtrack', ""Shoot 'Em Up""]";['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud'];9.99;214970;Aleksey Abramenko
984;['Action'];Resident Evil: Operation Raccoon City - Weapon Stash;2012-09-24;['Action'];['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content'];4.99;210019;Slant Six Games
987;['Action'];ETHER VAPOR Remaster;2012-09-27;"[""Shoot 'Em Up"", 'Action', 'Anime', 'Indie', 'Shooter', 'Bullet Hell', 'Arcade', 'Sci-fi']";['Single-player', 'Steam Trading Cards'];7.99;214570;Edelweiss
996;['Strategy'];"Duels 2013 ""Mindstorms"" Deck Key";2012-10-10;['Strategy'];['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards'];0.99;97384;Stainless Games
1006;['Action', 'Racing'];Sleeping Dogs - Street Racer Pack;2012-10-16;['Racing', 'Action'];['Single-player', 'Downloadable Content'];3.99;215247;United Front Games
1015;['Casual', 'Simulation'];Rocksmith - blink-182 - All The Small Things;2012-10-16;['Casual', 'Simulation'];['Single-player', 'Shared/Split Screen', 'Downloadable Content'];2.99;206114;Ubisoft - San Francisco
1016;['Casual', 'Simulation'];Rocksmith - blink-182 - Dammit;2012-10-16;['Casual', 'Simulation'];['Single-player', 'Shared/Split Screen', 'Downloadable Content'];2.99;206113;Ubisoft - San Francisco
1019;['Casual', 'Simulation'];Rocksmith - The Police - Roxanne;2012-10-16;['Casual', 'Simulation'];['Single-player', 'Shared/Split Screen', 'Downloadable Content'];2.99;206131;Ubisoft - San Francisco
1022;['Casual', 'Simulation'];Rocksmith - Marvin Gaye - What's Going On;2012-10-16;['Casual', 'Simulation'];['Single-player', 'Shared/Split Screen', 'Downloadable Content'];2.99;206156;Ubisoft - San Francisco
1023;['Casual', 'Simulation'];Rocksmith - Albert King with Stevie Ray Vaughan - Born Under a Bad Sign;2012-10-16;['Casual', 'Simulation'];['Single-player', 'Shared/Split Screen', 'Downloadable Content'];2.99;206123;Ubisoft - San Francisco
1043;['Strategy', 'Casual'];A Game of Dwarves;2012-10-23;['Strategy', 'Casual', 'City Builder', 'Fantasy', 'Building', 'Simulation', 'Crafting', 'Singleplayer'];['Single-player'];9.99;200370;Zeal Game Studio
1055;['Casual', 'Simulation'];Rocksmith - Avenged Sevenfold - Afterlife;2012-10-30;['Casual', 'Simulation'];['Single-player', 'Shared/Split Screen', 'Downloadable Content'];2.99;206175;Ubisoft - San Francisco
1059;['Indie', 'Strategy'];Gemini Wars;2012-11-02;['Strategy', 'Indie', 'Space', 'Sci-fi'];['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards'];14.99;216130;Camel101 LLC
1065;['Action', 'Adventure', 'Indie'];Fly'N;2012-11-09;['Platformer', 'Indie', 'Adventure', '2D', 'Action', 'Singleplayer', 'Puzzle', 'Great Soundtrack', 'Difficult', 'Cute'];['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Stats', 'Steam Leaderboards'];9.99;223730;Ankama
1068;['Action'];Clan of Champions - New Helmet Pack 1;2012-11-09;['Action'];['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content'];0.99;215309;Acquire
1095;['Simulation'];Train Simulator: Union Pacific Big Boy Loco Add-On;2012-11-23;['Simulation'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards'];6.99;208361;Dovetail Games
1100;['Racing', 'Simulation', 'Sports'];GT Legends;2005-09-26;['Racing', 'Simulation', 'Sports'];['Single-player', 'Multi-player'];7.99;44690;SimBin Studios AB
1117;['Casual', 'Simulation'];Rocksmith - Nickelback - How You Remind Me;2012-12-11;['Casual', 'Simulation'];['Single-player', 'Shared/Split Screen', 'Downloadable Content'];2.99;222058;Ubisoft - San Francisco
1127;['Casual', 'Simulation'];Rocksmith - Foo Fighters - My Hero;2012-12-18;['Casual', 'Simulation'];['Single-player', 'Shared/Split Screen', 'Downloadable Content'];2.99;222063;Ubisoft - San Francisco
1129;['RPG'];Sacred 2 Gold;2012-12-21;['RPG', 'Open World', 'Hack and Slash', 'Action RPG', 'Co-op', 'Multiplayer', 'Fantasy', 'Singleplayer', 'Action', 'Adventure', 'Loot', 'Isometric', 'Female Protagonist', 'Sandbox', 'Character Customization', 'Atmospheric'];['Single-player'];14.99;225640;Ascaron
1131;['Indie', 'Casual'];Splice: Epilogue Soundtrack;2012-12-31;['Indie', 'Casual'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Cloud'];2.99;209801;Cipher Prime Studios
1133;['Racing'];F1 Race Stars - China Track;2013-01-07;['Racing'];['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud'];4.99;220813;Codemasters Birmingham
1135;['Action', 'Indie'];Primal Fears;2013-01-08;['Action', 'Indie', 'Co-op', 'Horror', 'Zombies', 'Top-Down', 'Shooter'];['Single-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards'];9.99;211280;DnS Development
1141;['Indie', 'Strategy'];Sins of a Solar Empire®: Rebellion - Original Soundtrack;2013-01-11;['Strategy', 'Indie'];['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor'];9.99;228600;Ironclad Games,Stardock Entertainment
1152;['Action', 'RPG'];Borderlands 2: Siren Domination Pack;2013-01-22;['Action', 'RPG'];['Single-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud'];0.99;225825;"Gearbox Software,Aspyr (Mac &amp; Linux)"
1169;['Action'];Street Fighter X Tekken: SF Booster Pack 4;2013-02-06;['Action'];['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content'];0.99;210084;Capcom U.S.A., Inc
1173;['Action'];Street Fighter X Tekken: Additional 12 Characters Pack;2013-02-06;['Action', 'Fighting'];['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Partial Controller Support'];19.99;210113;Capcom U.S.A., Inc.
1196;['Action', 'Free to Play', 'Massively Multiplayer', 'RPG'];Dungeons & Dragons Online® Catacombs Starter Pack;2013-03-14;['Massively Multiplayer', 'Action', 'RPG', 'Free to Play'];['MMO', 'Downloadable Content'];9.99;213197;Standing Stone Games, LLC
1203;['Simulation'];Train Simulator: Western Lines of Scotland Route Add-On;2013-03-21;['Simulation'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards'];39.99;222554;KrossRails
1220;['Action', 'Adventure'];Tomb Raider: Shanty Town;2013-03-26;['Action', 'Adventure'];['Single-player', 'Multi-player', 'Downloadable Content'];2.99;208810;Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)
1227;['Action', 'Adventure', 'Indie', 'RPG', 'Strategy'];Sang-Froid - Tales of Werewolves;2013-04-05;['Strategy', 'Tower Defense', 'Action', 'Werewolves', 'Indie', 'RPG', 'Adventure', 'Great Soundtrack', 'Singleplayer', 'Atmospheric', 'Third Person', 'Free to Play'];['Single-player', 'Steam Achievements', 'Steam Trading Cards'];0.0;227220;Artifice Studio
1228;['Simulation'];Train Simulator: BR Standard Class 2MT Loco Add-On;2013-04-04;['Simulation'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards'];19.99;222556;Digital Traction
1246;['Action'];Sacred Citadel: Jungle Hunt;2013-04-22;['Action'];['Single-player', 'Multi-player', 'Downloadable Content'];1.99;222380;Southend
1253;['Action', 'Adventure'];MINERVA;2013-04-28;['Action', 'Adventure', 'Mod', 'FPS', 'Free to Play', 'Shooter', 'Sci-fi', 'Multiplayer', 'Horror'];['Single-player'];0.0;235780;Adam Foster
1256;['Education', 'Software Training', 'Utilities', 'Web Publishing'];Driver Fusion Premium;2017-11-23;['Utilities', 'Education', 'Web Publishing', 'Software Training', 'Software', 'Free to Play'];['Steam Achievements', 'Steam Cloud', 'Stats'];39.99;234820;Treexy
1258;['Action', 'Adventure'];Tomb Raider: Sure-Shot Skin;2013-05-07;['Action', 'Adventure'];['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud'];0.99;208818;Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)
1260;['Action', 'Indie', 'Strategy'];Awesomenauts - Pirate Leon Skin;2013-05-07;['Strategy', 'Action', 'Indie'];['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards'];4.99;230887;Ronimo Games
1266;['Action', 'Indie'];Bad Bots;2013-05-17;['Indie', 'Action', 'Platformer', 'Shooter', 'Metroidvania'];['Single-player', 'Steam Achievements', 'Full controller support'];4.99;235070;Point Five Projects
