;funny;posted;item_id;recommend;user_id;sentiment_analysis
3643;;26/04/2015;10;True;Monsta45;1
3644;;31/10/2014;8930;True;Monsta45;2
3651;;24/07/2014;219740;True;JohnDrew;1
3682;;27/11/2011;26500;True;milez1987;1
3702;;25/06/2014;238460;True;76561198094044284;2
3704;;04/10/2014;230410;True;76561198053677894;0
3708;;23/11/2015;307670;True;76561197973942939;2
3730;;04/01/2015;65800;True;76561198053781096;2
3752;2 people found this review funny;;434570;False;G0LDENGUNNER;2
3754;;13/06/2015;261640;False;76561198047059566;2
3759;;19/12/2015;221640;True;76561198063274178;0
3761;;01/11/2015;250500;True;76561198063274178;1
3771;;30/07/2014;304930;True;SpecGames;1
3773;;29/08/2015;388520;True;SpecGames;1
3777;;05/06/2015;730;True;SpecGames;2
3780;1 person found this review funny;14/10/2015;10680;True;NojLlewxaM;2
3792;;16/01/2015;65980;True;TheMaxofaus;1
3796;;;337000;True;76561198063916425;2
3814;1 person found this review funny;20/03/2015;4000;True;GoodbyeFriend;2
3835;;23/08/2015;1840;True;meeeedie;2
3839;2 people found this review funny;04/08/2015;391270;False;meeeedie;1
3856;1 person found this review funny;21/09/2015;220;True;Mega_guycraft;2
3868;;19/11/2015;384990;True;meltingman234;2
3870;;29/03/2014;227600;True;meltingman234;2
3871;;12/06/2015;251630;True;meltingman234;2
3876;1 person found this review funny;26/04/2015;730;False;76561198056300439;0
3877;;;304240;True;76561198056300439;2
3880;2 people found this review funny;22/08/2015;440;True;76561197971470597;2
3881;;22/06/2014;252490;True;76561198094879769;2
3889;;23/05/2015;220;True;braydenb9;1
3896;;07/08/2015;105600;True;brottchombors;2
3900;;21/04/2014;4000;True;76561198075747130;2
3906;;;221380;True;mickeymouseindahouse;2
3910;;20/02/2014;550;True;savegamereview;1
3912;;;730;True;76561198064705030;2
3920;;;218620;True;D3athytrap;2
3928;;19/12/2015;295110;True;thesourceofthecode;1
3937;;23/11/2015;417860;True;saccharinity;1
3942;;26/09/2015;265930;True;MUSTANGBOI;2
3957;;;252950;True;modsmaps;2
3976;;25/07/2015;239160;False;76561198101552611;1
3987;;;224540;False;fishymatt;1
3990;;24/10/2012;550;True;Corber;2
3991;;24/10/2012;99900;True;Corber;1
3994;;13/07/2012;48700;True;Corber;1
3995;;22/02/2012;105600;True;Corber;1
3997;;05/09/2015;4000;True;76561198201849275;2
3998;;05/09/2015;105600;True;76561198201849275;1
3999;;05/09/2015;104700;True;76561198201849275;1
4022;;31/01/2014;208090;True;Mineturdle321;0
4025;;04/12/2015;215256;True;76561198058988942;2
4027;;14/11/2014;313340;True;76561198058988942;1
4034;;06/02/2014;249130;True;135781;2
4038;;15/11/2014;289650;True;135781;2
4040;;21/01/2015;72850;True;135781;2
4044;;28/12/2013;241600;True;76561198050315162;2
4059;;25/12/2013;550;True;fktm0903;1
4062;;30/03/2015;110800;True;moomooandu;2
4067;;30/03/2015;220200;True;moomooandu;2
4069;;10/02/2014;221100;True;MOOONSHINEBANDIT;2
4071;;04/12/2014;330840;True;76561198067439454;2
4076;;;440;True;MortemSpiritus;2
4086;;02/04/2014;227220;True;76561198038398765;2
4091;;26/04/2014;286080;True;76561198038398765;2
4092;;05/12/2013;218620;True;76561198069066487;2
4094;;18/06/2014;8930;True;76561198095856407;2
4100;;03/05/2014;242820;True;76561198095856407;0
4104;;02/10/2012;550;True;chengy85;2
4105;;;440;True;chengy85;1
4110;;27/12/2015;246620;True;76561198043509581;2
4112;;26/07/2014;42700;True;76561198045791984;1
4122;;;218620;True;themlgayylamo;1
4135;;;252950;True;76561198070487821;1
4136;;08/12/2015;322170;True;Red227;2
4137;;10/06/2015;304930;True;mrsaucepons;2
4139;1 person found this review funny;19/12/2015;1250;True;76561198053085687;1
4141;;29/09/2015;344760;False;76561198015462171;2
4144;;08/11/2015;204360;True;76561198026599584;2
4150;;;105600;True;hl3confirmed-manaos-illuminati;1
4153;;23/03/2014;17510;True;hl3confirmed-manaos-illuminati;0
4158;;01/07/2015;105600;True;Blaze_It_Fgts;2
4162;1 person found this review funny;;570;True;whiteruby3;1
4164;;30/06/2014;239660;False;whiteruby3;0
4170;;;291550;True;76561198074035899;2
4172;;04/10/2015;253250;False;54678907652;2
4177;;17/04/2014;620;True;54678907652;2
4179;;;325724;True;Wasabiforgaming;0
4194;;25/12/2014;49520;True;MuddyHikoku;0
4197;;23/06/2014;17390;True;somanyinstructions;2
4210;;26/12/2014;274940;True;76561198004054009;2
4213;1 person found this review funny;15/11/2015;346110;True;mwanan;0
4219;;20/01/2014;236390;True;15832789427;2
4222;;;234140;True;Mystic_Fire;2
4224;;29/06/2013;4000;True;Mystic_Fire;2
4229;;09/09/2012;35110;True;Mystic_Fire;2
4233;;;364360;True;76561198007041072;2
4242;1 person found this review funny;07/07/2015;730;True;Natty22;2
4246;;;268500;True;76561198050945208;2
4251;;20/06/2015;271590;True;76561198082208315;1
4254;;;252950;True;76561198051767433;2
4264;;20/02/2014;208090;True;rage-of-the-dragon;0
4277;;11/12/2013;219890;True;nazcawilde;2
4278;;03/10/2012;620;True;nazcawilde;1
4282;;14/10/2014;570;True;76561198039741155;1
4288;;29/12/2013;500;True;STEAM_NEKO;1
4294;;;288160;True;neochuah94;2
4298;;;211420;True;neochuah94;0
4306;;28/11/2014;220240;False;76561198001688490;1
4307;;28/11/2014;24740;True;76561198001688490;2
4313;;14/01/2014;440;True;monkeyrj03;2
4317;;;498240;True;smurfdicking;2
4318;;;250320;True;smurfdicking;1
4335;;;265630;True;76561198089649301;2
4343;1 person found this review funny;17/12/2014;221100;True;76561198104834557;0
4347;;07/07/2014;304930;True;76561198094304449;1
4350;;10/02/2014;49520;True;76561198094304449;1
4358;;02/10/2015;250900;True;Night_Magnus;1
4370;;;418010;True;FagGamingM8;2
4371;;30/09/2014;10220;True;FagGamingM8;1
4390;;04/06/2015;245170;True;76561198072174851;2
4398;;27/07/2015;304050;True;nitr0ticwolf;2
4402;;;72850;True;nitr0ticwolf;2
4404;;10/10/2014;6060;True;nitrorupe;1
4406;;;389170;True;nitrorupe;1
4425;;09/12/2013;105600;True;76561198051899879;2
4429;;10/05/2015;620;True;CCViBritannia;2
4443;;13/09/2015;209160;True;HailAmeixing;1
4453;;;237930;True;76561198001296435;2
4454;;;209060;True;76561198001296435;2
4481;;30/10/2014;224540;True;76561198037042375;1
4492;1 person found this review funny;12/03/2015;331220;True;TheOi9k;2
4493;;31/12/2014;440;True;76561198045604407;2
4495;;;311210;False;olismeister;1
4498;;09/01/2015;212680;True;olismeister;2
4504;1 person found this review funny;;322500;True;omzo;2
4505;;10/09/2015;203770;True;omzo;1
4507;;06/02/2015;221640;True;76561198055688142;2
4512;;02/08/2015;440;True;OfamosoJOTACE;2
4523;;17/06/2015;247020;False;76561198068439794;1
4528;;03/10/2014;248570;True;OzaurisYT;1
4544;;;378120;True;76561198084622842;2
4555;;24/12/2013;221100;True;76561198058473246;2
4564;2 people found this review funny;14/02/2015;1670;False;PandaCorn666;0
4565;;29/05/2015;360480;True;PandaCorn666;2
4574;;01/01/2015;265630;True;FireArmPlays;0
4575;;;730;True;76561198079333493;2
4577;1 person found this review funny;21/06/2014;570;True;76561198053860761;2
4588;;25/07/2015;24240;True;76561198060388536;1
4592;;14/01/2014;4000;True;76561198097071063;2
4599;;07/10/2014;273110;False;Greendove;1
4600;;02/01/2014;247020;True;Greendove;0
4601;36 people found this review funny;20/01/2015;343780;True;Greendove;2
4603;;11/10/2014;570;True;Mediev;1
4605;;27/02/2014;239220;True;King_Walrus;2
4619;;20/09/2015;33460;False;Pelsworth;1
4625;;;440;True;76561198048992856;2
4627;;05/12/2013;570;True;PenguinKnightPE;2
4638;;22/03/2014;218620;True;tihoyzaza;1
4644;;24/10/2015;250600;True;76561198076018776;1
4653;;;379720;True;Karetchi;2
4654;;;208650;True;Karetchi;2
4674;;23/09/2014;236390;True;pf12351;2
4679;;16/06/2014;252490;True;10051997;2
4687;4 people found this review funny;;379720;True;bigdicmatt;0
4690;1 person found this review funny;;252490;True;fatpeter420;1
4692;;26/12/2013;4000;True;76561198085759352;1
4698;;18/11/2015;4000;True;ItzJimmeh;2
4703;1 person found this review funny;06/12/2014;570;True;76561198045459907;0
4717;;;17410;False;76561197979086508;1
4724;;06/10/2015;250400;True;PigdogGetSome;1
4734;1 person found this review funny;;252490;True;PikachuBruh;1
4739;1 person found this review funny;;311210;False;UZS;1
4748;;;730;True;76561198083176167;1
4750;;01/03/2015;440;True;PinkPyroGames;2
4755;80 people found this review funny;;226700;False;Pixelqt;1
4757;;;411830;True;Pixelqt;2
4771;;29/07/2014;252490;True;SamuelRowe;2
4784;2 people found this review funny;;247430;True;76561198118129824;1
4785;;16/08/2015;245620;True;Splifz;2
4804;1 person found this review funny;29/05/2015;570;True;76561198089541911;1
4805;;;266840;True;76561198089541911;2
4808;;17/11/2014;222880;False;76561198089541911;1
4818;;02/03/2014;219740;True;76561198102977568;2
4824;;29/05/2014;235800;True;BasqueOG;2
4833;;26/09/2014;206190;True;76561198051318970;1
4837;;20/08/2015;730;True;76561198063159016;1
4856;;02/08/2015;8870;True;76561198056567053;2
4858;;20/04/2014;230410;True;pixelism;2
4859;;27/02/2015;211820;True;Pyro_Lizard;2
4866;;02/10/2014;218620;True;donaldqinshihunagditrump;2
4868;;01/01/2015;570;True;SSchubert;2
4871;;06/08/2014;304930;True;Kane007;2
4880;;27/03/2015;244450;True;76561198058107016;2
4906;;28/02/2015;6060;True;mopoops;1
4918;1 person found this review funny;20/09/2015;375960;True;kukkai_kfz;2
4924;;02/07/2015;260430;True;76561198024531364;1
4930;28 people found this review funny;22/05/2015;248570;True;Ravironio;2
4933;1 person found this review funny;25/12/2013;33980;False;76561197981203305;1
4950;;03/07/2014;297120;True;76561198094936736;0
4953;;10/02/2014;229580;False;76561198094936736;0
4956;1 person found this review funny;26/06/2014;242760;True;76561198094936736;1
4960;;;413420;True;Redoxide;2
4969;;12/08/2014;24240;False;R4iNy;1
4980;;19/04/2014;96400;True;76561198035721155;2
4983;92 people found this review funny;09/12/2014;55230;True;Revan_Aldrei;1
4987;3 people found this review funny;;33100;True;Revan_Aldrei;0
4997;;13/10/2013;241540;True;RexonGOn;2
4998;1 person found this review funny;;730;True;de_reyals;2
5000;;08/07/2015;234530;False;bigmangina;1
5020;;05/06/2014;230410;True;Loverin;2
5027;;25/11/2013;440;True;hannyp;2
5029;;25/11/2013;550;True;hannyp;2
5033;1 person found this review funny;28/12/2014;730;True;batugratis;2
5039;;;730;True;76561198052479552;2
5042;;;204360;True;76561198052479552;1
5059;;31/10/2015;404410;True;76561198065900839;2
5064;;03/10/2014;218230;True;76561198064713620;2
5065;;17/11/2014;50620;True;76561198064713620;1
5072;;;209870;True;roguejet;2
5075;;16/02/2014;214560;True;rogueone3;2
5079;;20/04/2014;218230;True;TheRealRoLLy;2
5089;1 person found this review funny;30/12/2013;730;True;adli15;2
5097;;01/12/2015;270550;True;ScoutCounterAttack;2
5098;;28/01/2015;214420;False;ScoutCounterAttack;2
5100;1 person found this review funny;27/11/2015;730;True;76561198092310770;0
5102;;20/10/2015;241930;True;76561198092310770;2
5105;13 people found this review funny;18/12/2014;234772;True;jgrulez;0
5110;1 person found this review funny;;346110;True;hazixstar;1
5114;;18/04/2015;314020;False;ryukahtk;0
5116;2 people found this review funny;;440;True;76561198195478589;1
5129;;17/05/2014;8980;True;76561198063241906;2
5134;;13/01/2013;72850;True;76561198063241906;2
5135;;15/09/2015;10090;True;MrSaberr;2
5136;;15/09/2015;49520;True;MrSaberr;2
5149;;27/06/2015;42160;True;SafetyPinLoL;2
5151;;15/03/2014;12210;True;frogmcvape;1
5152;;10/12/2013;208480;True;frogmcvape;2
5157;11 people found this review funny;23/05/2015;351800;True;SakifX9;1
5169;;24/01/2014;218620;True;icphoton;2
5174;;19/11/2015;208580;True;76561198132392635;2
5177;;22/10/2015;24240;True;76561198132392635;2
5178;;19/09/2015;206420;True;76561198132392635;2
5179;;;242860;True;76561198048139650;2
5193;;16/12/2013;211500;False;samham1;0
5196;;04/07/2014;50650;False;76561198067884266;2
5202;;13/11/2014;55230;True;hentaisandysenpai;0
5204;;26/12/2014;314160;True;hentaisandysenpai;2
5224;15 people found this review funny;25/12/2015;399834;True;LunkTehHero;1
5229;;27/11/2013;72850;True;76561198058760041;0
5232;;17/12/2012;206500;True;76561198058760041;2
5240;;28/09/2014;107410;True;Madkeen;1
5242;1 person found this review funny;10/07/2014;304930;True;76561198072676817;2
5253;;12/02/2015;293500;True;goldnugget666;2
5255;;;275850;False;76561198013564709;1
5282;;;281990;False;AnonRookie;2
5288;;;295110;False;AnonRookie;0
5313;;17/07/2014;291480;True;76561198100973546;1
5319;;;391460;True;76561198086462653;1
5329;;23/02/2014;35460;False;76561198040188061;0
5343;2 people found this review funny;21/07/2015;94400;True;fgtkms;2
5348;;;224540;True;fgtkms;0
5349;;;310740;True;DappledWithBrownies;2
5352;;04/09/2015;391720;True;76561198131033221;1
5353;;;4000;True;76561198053916297;2
5362;;21/06/2015;346110;True;76561198052040052;2
5370;;;317360;True;analcleanser;2
5373;;;8850;True;76561198065077477;1
5374;;;233450;True;76561198082063937;1
5379;;01/10/2014;241930;True;76561198067736111;2
5381;;22/05/2015;440;True;76561198193666401;2
5392;1 person found this review funny;17/02/2015;4000;True;76561198043587948;0
5397;;;205230;True;Shredderman962;2
5401;;07/09/2014;263960;True;Shredderman962;2
5410;;07/06/2015;218620;True;metalredlink183;2
5420;;22/06/2015;730;True;76561198060544136;2
5426;4 people found this review funny;01/07/2015;105600;True;Moghur;1
5431;;02/10/2015;730;True;Chocolateness;1
5435;7 people found this review funny;;263500;True;Chocolateness;0
5446;;23/06/2014;214830;True;SpiritOfDeath2;2
5448;2 people found this review funny;12/12/2015;291550;True;76561198059366714;2
5468;;30/10/2014;4000;True;76561198071631039;1
5469;;07/12/2013;239350;False;skotavus;0
5482;;14/03/2015;354140;True;sky_track;1
5484;;12/02/2014;49520;True;skylord30;2
5487;;19/01/2015;250400;True;slaydread;2
5494;;02/07/2014;247730;True;ethanabey;1
5504;;22/08/2014;49520;True;Slynx_;2
5511;115 people found this review funny;24/11/2015;417860;True;Smithy2700;1
5515;;09/09/2014;48700;True;RegularSmokeyJoe;2
5523;;04/02/2014;219740;True;Snickerbones;1
5536;;20/06/2014;440;True;76561198081069153;1
5540;;25/11/2014;236430;False;SenatorArmstrong123;2
5546;;14/10/2014;235460;True;SenatorArmstrong123;2
5557;;22/03/2014;33310;True;snyper4plg;1
5575;;;298110;True;cactus3;0
5576;;14/03/2015;1250;True;solodsnek;2
5586;5 people found this review funny;25/06/2014;230410;True;Real_Rotunda;1
5596;1 person found this review funny;;233250;True;76561198060787863;1
5608;1 person found this review funny;;224260;True;joao_bobd;1
5610;;19/09/2015;383080;True;joao_bobd;1
5611;;22/10/2015;240;True;joao_bobd;0
5614;;11/12/2015;207140;True;juliagillardismymum;1
5622;;21/09/2013;212680;True;spacemonkey;2
5632;;08/10/2015;340;True;SpExXkRiWestPacIsDeadLongLive;0
5634;;;388520;True;SpExXkRiWestPacIsDeadLongLive;2
5642;3 people found this review funny;29/08/2015;344750;True;Kaj3n;2
5645;;22/08/2015;107410;True;Kaj3n;0
5650;;04/08/2015;104900;True;harley293;1
5659;;;287390;True;cloudribero;1
5665;2 people found this review funny;05/09/2015;388490;False;ssbatt;2
5666;;24/06/2014;1840;True;ssbatt;2
5675;1 person found this review funny;30/12/2015;620;True;76561198069758889;2
5683;1 person found this review funny;27/10/2015;240;True;_codered66_;1
5694;;08/02/2014;42160;False;76561198080384414;0
5709;;;252950;True;76561198100807328;2
5715;;18/05/2014;108600;True;stinglock;2
5721;;;440;True;NotStomm;2
5728;;12/12/2015;346010;True;76561198042267727;2
5732;;16/08/2015;67370;True;geraldtan35;2
5743;;22/12/2014;8870;True;StrungOut7;0
5744;1 person found this review funny;;385370;True;76561198065863302;2
5745;;25/04/2015;72850;False;PraiseDuarte;2
5756;;26/01/2015;17080;False;64512328;0
5757;;07/06/2015;346110;True;64512328;2
5778;;01/02/2014;105600;True;SunnyS;1
5779;;14/02/2014;211420;True;Happysumo;1
5782;;30/12/2015;219740;True;76561198085112694;2
5786;;;356520;True;76561198096417535;2
5790;;;440;True;76561198096417535;2
5792;;;381210;True;superyoshiegg;0
5793;;;252490;True;superyoshiegg;1
5798;;23/07/2014;304930;True;SVB128;1
5799;;;730;True;SVB128;2
5801;;;384190;True;mostmlgpro420blazeitsteamprofile;2
5810;;;211820;True;frost27820;1
5814;;;261640;True;frost27820;1
5818;260 people found this review funny;14/01/2015;304930;True;76561198070346631;2
5827;;10/12/2015;222880;True;76561198102490796;1
5830;;17/02/2015;289650;False;76561198015930046;0
5833;;26/11/2013;21090;True;T0talN1nja;0
5847;4 people found this review funny;11/08/2015;375510;False;GameTaj;2
5863;;08/07/2014;570;True;froggee;2
5864;;03/07/2014;440;True;76561198104909664;1
5874;;;730;False;OFFICIALDRTECHNO;1
5888;;27/05/2015;204450;True;Wherethejewwimminat;1
5899;;30/10/2015;346110;True;galaxyidoltetora;1
5914;;;271590;True;Angus887Gaming;1
5915;1 person found this review funny;;417860;True;76561198091845464;0
5918;;;49520;True;TheMGScrub;2
5919;;01/01/2015;235600;True;76561198067176761;2
5924;;20/10/2015;384020;True;GoldenCookies;2
5931;1 person found this review funny;29/08/2015;211820;True;94567;2
5936;;13/06/2014;244850;True;Doomsdayvirus1;2
5940;;01/12/2013;230050;True;thediamond96;1
5948;;04/02/2015;215470;True;76561197981571612;2
5952;;;261570;True;76561198045385665;2
5962;;12/12/2015;218620;False;thegentlemanjoker;1
5964;;05/12/2015;377160;False;spaghettimmmgoodsphaget;2
5966;4 people found this review funny;;262060;True;spaghettimmmgoodsphaget;0
5969;;;359550;False;Theguru431;0
5984;1 person found this review funny;27/01/2015;620;True;H-O-B-O;1
5994;;;252490;True;TheMaglevGankTrain;2
5995;;;236430;True;TheMaglevGankTrain;2
6002;;28/03/2014;271290;True;muchbanta;2
6012;;08/02/2014;261030;True;76561198054627970;2
6014;;12/11/2013;17510;True;76561198054627970;2
6015;;27/01/2013;200710;True;76561198054627970;1
6023;;;232890;False;76561198054416836;0
6047;;01/06/2014;218620;True;76561198051362094;1
6057;;15/11/2015;208090;False;76561198081919992;1
6058;;;413150;True;TheUnderdog2020;2
6060;;;233470;True;TheUnderdog2020;2
6067;;26/01/2013;440;True;TheUnderdog2020;2
6073;;02/11/2014;268050;True;thiefofrosesinlalaland;0
6079;1 person found this review funny;;237930;True;KO10;2
6083;;18/10/2015;218620;False;MargeShrimpson;1
6086;;;291550;True;excdfx;2
6087;;;359050;True;excdfx;1
6088;;20/06/2014;259080;True;76561198043195037;2
6108;;29/06/2015;262900;True;meiasvivarinapodeconfiar;1
6116;2 people found this review funny;25/11/2013;213650;True;ironhorse612;2
6131;1 person found this review funny;09/02/2015;570;True;76561198065836764;2
6132;;30/11/2014;440;True;76561198064432296;2
6138;;11/07/2015;304050;True;76561198097591088;0
6142;;26/09/2014;304930;True;76561198097591088;1
6161;;21/02/2014;218230;True;tobyowner;2
6162;;22/12/2013;221100;True;hungrycerealkiller;2
6168;;12/07/2014;49520;True;Delphaeus;2
6178;1 person found this review funny;17/12/2015;22380;True;76561198051820003;1
